office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes
Adwach,M'Bout,Gorgol,146,103,7,1,95,79,12,1,1,1,1
Ecole Saada,Teyaret,Nouakchott Nord,569,304,18,0,286,112,29,14,6,3,122
Ecole El Jedida,Djiguenni,Hodh Chargui,320,157,8,0,149,136,1,3,0,0,9
Achwawil (Ederoum),Tidjikja,Tagant,548,370,4,2,364,282,6,17,0,0,59
Collége  Excellence,Arafat,Nouakchott Sud,566,442,10,7,425,220,65,5,5,0,130
Leghweirigh,Timbedra,Hodh Chargui,413,190,3,1,186,102,4,0,0,0,80
Ecole Belel Ourenguel,Bababé,Brakna,260,154,11,5,138,84,5,23,24,0,2
Dubai,Ouad Naga,Trarza,220,158,2,1,155,75,1,6,0,1,72
Elketane ecole,Tamcheket,Hodh El Gharbi,155,106,2,1,103,101,0,0,0,0,2
Ecole 3,Teyaret,Nouakchott Nord,531,398,8,3,387,133,83,16,22,5,128
Ecole Zeid,Dar Naïm,Nouakchott Nord,491,307,6,3,298,137,38,10,9,1,103
Ecole Ibn Awf,Teyaret,Nouakchott Nord,379,272,5,2,265,87,66,9,12,3,88
Commune,Ould Yengé,Guidimagha,451,318,7,1,310,172,110,14,6,0,8
Ecole Hamza,Arafat,Nouakchott Sud,542,327,18,2,307,173,49,4,12,1,68
Ecole Chamia,Néma,Hodh Chargui,356,209,1,0,208,153,1,1,0,0,53
Ecole 4,Teyaret,Nouakchott Nord,555,403,10,7,386,118,106,28,20,1,113
Ecole Moussab 4,R'Kiz,Trarza,332,192,10,1,181,63,34,6,0,0,78
Ecole Terwen,Atar,Adrar,431,313,4,3,306,160,52,1,2,1,90
Oudey Lemguil,M'Bout,Gorgol,531,251,5,3,243,102,73,6,48,0,14
El Maleh,Tidjikja,Tagant,474,291,7,2,282,138,26,47,0,0,71
Ecole Meteo,Aïoun,Hodh El Gharbi,484,259,7,0,252,96,12,11,3,2,128
Ecole Ahmed Zeidane,Sebkha,Nouakchott Ouest,552,414,35,3,376,33,146,3,185,0,9
Lycée El Jedida,Ksar,Nouakchott Ouest,600,358,1,1,356,135,35,27,16,2,141
Interieur 1,Asie,Etranger,465,255,3,10,242,165,7,22,1,0,47
Ecole 5 Leareiguib,Nouadhibou,Dakhlet Nouadhibou,218,170,0,6,164,35,54,10,19,1,45
Ehl Ayad,Amourj,Hodh Chargui,330,236,11,0,225,219,4,0,0,0,2
Ecole Beir Toress,Mederdra,Trarza,535,326,20,2,304,248,14,2,0,1,39
Ecole Saada,Teyaret,Nouakchott Nord,566,311,6,3,302,136,38,15,5,0,108
Teslah,Boumdeid,Assaba,386,374,0,0,374,371,1,0,0,0,2
Ecole Lemteyine,R'Kiz,Trarza,512,338,1,2,335,292,3,4,0,0,36
Commune,Tamcheket,Hodh El Gharbi,337,202,0,0,202,179,6,0,1,1,15
Collége  Excellence,Arafat,Nouakchott Sud,566,405,10,3,392,187,48,17,5,3,132
Gasr El Barka,Djiguenni,Hodh Chargui,378,184,6,0,178,163,1,7,1,0,6
Ecole Bira,Timbedra,Hodh Chargui,363,304,5,0,299,259,10,2,1,0,27
Cité plage,Tevragh Zeina,Nouakchott Ouest,576,348,18,3,327,137,53,18,22,6,91
Collége 4,Riyad,Nouakchott Sud,438,313,8,7,298,92,113,5,25,0,63
Ecole El Azlatt,Aleg,Brakna,356,203,1,4,198,91,28,0,0,0,79
Collège 2,El Mina,Nouakchott Sud,548,448,11,8,429,16,210,2,188,1,12
Interieur 1,Asie,Etranger,464,278,6,6,266,168,14,23,15,2,44
Ecole Zira El Hamra,Atar,Adrar,153,83,3,0,80,40,3,0,0,0,37
Varae Ladem,M'Bout,Gorgol,389,206,3,2,201,140,42,1,4,0,14
Dboulgui,Tidjikja,Tagant,194,154,1,3,150,121,4,2,0,1,22
Sintou Boumaka,Kaédi,Gorgol,440,307,14,7,286,69,132,3,78,0,4
Ecole Benichab,Bennechab,Inchiri,424,251,6,1,244,184,10,5,2,1,42
Stade de Teyarett,Teyaret,Nouakchott Nord,355,277,5,6,266,95,54,14,26,0,77
Boumessoud,Amourj,Hodh Chargui,554,298,10,1,287,277,1,0,0,1,8
Ecole Zahra,Dar Naïm,Nouakchott Nord,589,411,13,11,387,116,105,7,64,0,95
Lycée El Jedida,Ksar,Nouakchott Ouest,600,388,6,11,371,128,45,28,19,3,148
Ecole Bir El Barka,Ouad Naga,Trarza,586,478,8,7,463,319,39,6,0,0,99
Abu Dhabi 1,Asie,Etranger,244,113,2,1,110,76,3,9,0,0,22
Ecole Ahmed Zeidane,Sebkha,Nouakchott Ouest,553,402,6,8,388,37,147,5,184,0,15
Ecole Cheikh Sidi El Moctar,Riyad,Nouakchott Sud,427,318,6,3,309,55,163,8,39,0,44
Aghor,Bassiknou,Hodh Chargui,335,137,4,1,132,107,1,0,0,4,20
Délegation Régionale MDR,Kiffa,Assaba,462,262,9,2,251,115,90,10,5,0,31
Aghor,Bassiknou,Hodh Chargui,334,201,4,0,197,165,1,0,0,1,30
Loueibda,Akjoujt,Inchiri,411,296,3,4,289,217,4,1,0,0,67
Ecole Terwen,Atar,Adrar,430,283,9,3,271,130,44,3,0,0,94
Noueizine,Ouad Naga,Trarza,559,319,6,4,309,108,113,2,10,1,75
Ecole Oudey Nes,Barkéol,Assaba,376,222,5,0,217,191,3,1,1,0,21
Ecole Varough,Arafat,Nouakchott Sud,548,417,7,7,403,229,50,33,0,1,90
Ecole Halima,Riyad,Nouakchott Sud,555,400,17,10,373,189,89,2,36,0,57
Maison des Jeunes,Sebkha,Nouakchott Ouest,585,401,6,7,388,49,153,1,182,0,3
Ecole 3,Aleg,Brakna,456,306,3,0,303,115,43,3,12,0,130
Ecole Abba Ould Khtour,Arafat,Nouakchott Sud,554,379,34,5,340,126,89,14,40,1,70
ecole billal ben rabah,Kiffa,Assaba,351,244,18,1,225,58,117,4,6,2,38
Ecole El Ghabra,Barkéol,Assaba,531,339,10,0,329,194,120,2,2,0,11
Yaghref Lebeir,Atar,Adrar,445,334,7,3,324,254,2,0,0,0,68
Ecole Ajouer,R'Kiz,Trarza,484,198,2,2,194,112,6,0,0,0,76
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,547,410,8,3,399,80,245,6,17,5,46
Bagzaze,Aïoun,Hodh El Gharbi,205,135,5,0,130,81,0,0,0,0,49
Lycée,Riyad,Nouakchott Sud,525,364,5,6,353,50,147,9,97,2,48
Ekfourda Ouest Coopérative,Ouad Naga,Trarza,170,118,6,0,112,67,3,2,0,0,40
Ecole Bolol Doggo,Bababé,Brakna,442,297,18,3,276,40,70,1,161,1,3
Ecole N'houkara,Mederdra,Trarza,413,281,4,0,277,201,4,11,0,0,61
Sinthiane Diama,Boghé,Brakna,387,262,7,15,240,46,35,5,153,0,1
Ecole Bheinissat,Djiguenni,Hodh Chargui,214,146,9,0,137,120,6,0,0,0,11
Maison des Jeunes,Aleg,Brakna,474,256,4,2,250,94,49,2,17,1,87
Bafata,Afrique,Etranger,337,211,4,1,206,126,5,7,1,0,67
Cetre Moughataa,Dar Naïm,Nouakchott Nord,508,333,10,17,306,97,78,9,18,1,103
Aeroport 1,Kaédi,Gorgol,411,310,7,2,301,85,137,4,31,0,44
Sinthiane Diama,Boghé,Brakna,388,284,11,22,251,38,18,3,190,1,1
Ecole Oum El Mouminin,Arafat,Nouakchott Sud,593,445,4,3,438,183,20,55,0,2,178
Arkan,Koubenni,Hodh El Gharbi,586,365,8,0,357,302,25,2,0,0,28
Ecole Tevragh Zeina,Djiguenni,Hodh Chargui,410,251,21,1,229,218,3,2,0,0,6
Lembeihra,Koubenni,Hodh El Gharbi,325,166,1,0,165,55,13,0,2,0,95
Jdeir Ehel Egde yahya,Ouad Naga,Trarza,497,295,5,6,284,167,42,5,0,1,69
Ecole Youssef Ben Tachefine,Dar Naïm,Nouakchott Nord,472,265,10,0,255,96,128,4,234,3,83
Ecole Ahmed Zeidane,Sebkha,Nouakchott Ouest,552,424,7,10,407,28,67,7,2,0,10
Ecole Oulad Mansour,Boghé,Brakna,452,311,8,16,287,74,49,7,148,1,8
Collège Des Jeunes Filles,Atar,Adrar,541,382,19,14,349,132,47,7,17,2,144
elaman eljedida,Aleg,Brakna,203,152,7,0,145,124,0,0,0,0,21
Tewssiat Zribat,Tidjikja,Tagant,275,160,2,1,157,71,15,31,0,0,40
SNDE,Ksar,Nouakchott Ouest,559,354,12,2,340,216,32,13,1,0,78
Ecole 1 Cansado,Nouadhibou,Dakhlet Nouadhibou,492,397,5,8,384,99,66,14,110,0,95
Ecole Mekka 2 (Ould Mettaly),El Mina,Nouakchott Sud,428,320,11,10,299,88,124,1,42,0,44
Ecole Beiliguet Litama,Maghama,Gorgol,306,202,2,2,198,171,6,0,1,1,19
Temba,Moudjeria,Tagant,163,90,2,0,88,84,0,0,0,0,4
El Kebba,Kaédi,Gorgol,481,372,1,6,365,68,183,8,101,0,5
Ecole Cheguend,Mederdra,Trarza,331,268,2,2,264,236,5,1,0,1,21
Tredat Ouest,Koubenni,Hodh El Gharbi,438,162,1,0,161,142,1,5,0,2,11
Ecole Roueindi Ehel Taleb Mohamed,Boghé,Brakna,546,365,12,7,346,167,41,1,93,0,44
Ecole 9,El Mina,Nouakchott Sud,411,318,11,4,303,28,134,23,93,1,24
Ehsey tourje,R'Kiz,Trarza,145,109,4,0,105,83,13,0,0,0,9
Egueni Enour,Timbedra,Hodh Chargui,156,139,0,0,139,134,0,1,0,2,2
Bir Ehel Sidi boya,Néma,Hodh Chargui,428,193,2,0,191,157,3,1,0,0,104
Ecole Agweilid,R'Kiz,Trarza,184,140,3,0,137,90,3,0,0,1,32
Ecole CHAME,Keur Macène,Trarza,122,77,1,1,75,39,45,0,0,0,2
Hotel de Ville,Aleg,Brakna,590,318,1,0,317,209,2,0,0,0,32
Elevage,Boghé,Brakna,562,347,10,15,322,43,61,11,194,0,13
Beder,Koubenni,Hodh El Gharbi,324,145,14,0,131,107,12,0,2,1,9
Ecole Agoueinit,Néma,Hodh Chargui,407,235,1,2,232,220,5,0,0,0,7
Hotel de Ville,Aleg,Brakna,589,373,3,3,367,215,9,0,0,0,143
Elevage,Boghé,Brakna,564,395,14,18,363,40,73,16,221,1,12
Ecole Imam Malick,Riyad,Nouakchott Sud,442,340,11,11,318,77,110,8,80,0,43
Ecole Bent Jahch,Dar Naïm,Nouakchott Nord,537,342,10,4,328,108,74,8,32,0,106
Ecole Taghatou Allah,M'Bout,Gorgol,381,229,10,1,218,83,108,3,11,0,13
Ecole Bakhaw,Boghé,Brakna,402,319,7,19,293,16,7,1,269,0,0
SNDE,Ksar,Nouakchott Ouest,559,357,5,4,348,198,32,21,2,1,94
SNDE,Ksar,Nouakchott Ouest,559,353,24,6,323,176,48,13,2,4,80
Boujema Sud 1,Ouad Naga,Trarza,261,150,2,4,144,97,6,0,0,0,41
SNDE,Ksar,Nouakchott Ouest,559,358,14,5,339,208,29,22,5,0,75
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,544,465,12,0,453,61,319,6,19,0,48
Ecole Wothie,Bababé,Brakna,519,351,3,11,337,165,27,4,133,0,8
Ecole Houssein,Arafat,Nouakchott Sud,553,404,24,3,377,230,36,5,12,2,92
Ecole Saleh,Sebkha,Nouakchott Ouest,513,396,25,0,371,43,177,3,135,1,12
Ecole Lekra'e Lahmar,Mederdra,Trarza,256,178,2,1,175,146,19,1,0,0,9
Ecole El Argoub (Saade),Aïoun,Hodh El Gharbi,380,164,3,2,159,86,16,15,0,0,42
Lycée,Dar Naïm,Nouakchott Nord,405,306,7,4,295,78,114,11,14,0,78
Elevage,Aïoun,Hodh El Gharbi,392,234,6,0,228,102,54,7,2,1,62
Ecole 1 Diade,Néma,Hodh Chargui,336,215,7,0,208,204,1,0,0,0,3
Lemeyleh,Koubenni,Hodh El Gharbi,105,88,2,0,86,80,0,2,0,1,3
Kehoul,Timbedra,Hodh Chargui,538,139,4,0,135,75,1,32,0,0,27
Ecole Abnaba,Néma,Hodh Chargui,207,148,0,3,145,135,2,0,0,0,8
Maison des Jeunes,Aleg,Brakna,475,238,15,4,219,87,45,2,13,1,71
Elevage,Boghé,Brakna,563,366,5,16,345,51,61,7,207,2,17
Ecole 1,Akjoujt,Inchiri,438,261,4,3,254,151,12,6,16,0,69
Dispensaire 12/12,R'Kiz,Trarza,529,355,7,0,348,166,165,2,1,0,14
Ecole Oum El Mouminin,Arafat,Nouakchott Sud,592,478,5,2,471,223,41,43,3,6,155
Ghasimiya,Néma,Hodh Chargui,176,128,1,0,127,124,0,0,0,0,3
Dispensaire,Djiguenni,Hodh Chargui,557,393,3,2,388,341,1,8,0,0,38
Collége  Excellence,Arafat,Nouakchott Sud,566,401,6,6,389,183,64,22,11,3,106
Ecole N'Welki,Keur Macène,Trarza,514,353,5,3,345,214,46,4,2,0,79
Ecole Khattri,Arafat,Nouakchott Sud,507,339,14,3,322,123,57,3,1,3,135
SNDE,Ksar,Nouakchott Ouest,559,278,5,5,268,154,31,5,5,1,72
Zok 1,Oualata,Hodh Chargui,286,184,19,1,164,144,2,0,0,0,18
Commune,Sebkha,Nouakchott Ouest,516,320,8,9,303,49,126,2,110,0,16
Ecole Eyoub,Riyad,Nouakchott Sud,537,467,8,10,449,71,230,2,128,0,18
Dispensaire,Néma,Hodh Chargui,401,190,10,0,180,143,17,2,1,1,16
El Beledou Tayib,Aleg,Brakna,327,206,14,0,192,180,0,1,0,0,11
Ecole Oualata,Oualata,Hodh Chargui,573,289,3,3,283,142,3,2,0,9,127
Krayie Ribatt,Oualata,Hodh Chargui,143,92,2,1,89,70,1,3,0,1,14
Ecole N'Gorol Guidalla,Boghé,Brakna,445,333,13,7,313,151,6,34,121,0,1
Oueid Jrid,Ould Yengé,Guidimagha,332,181,3,2,176,78,27,1,28,0,42
Collège de Terwen,Atar,Adrar,568,342,3,7,332,185,39,4,2,2,100
Ecole 2,Kiffa,Assaba,461,208,6,1,201,100,62,6,19,0,14
Ghligh Tfaghat,Kiffa,Assaba,174,90,12,1,77,73,1,0,0,0,3
Ecole 1,Akjoujt,Inchiri,438,262,6,0,256,138,16,5,20,0,77
Ecole Oum Sdeira,Néma,Hodh Chargui,443,197,5,1,191,120,1,0,0,2,68
Commune,Sebkha,Nouakchott Ouest,516,364,6,7,351,72,138,2,122,0,17
College 3,Nouadhibou,Dakhlet Nouadhibou,560,405,10,0,395,72,165,9,72,1,76
Lycée El Jedida,Ksar,Nouakchott Ouest,600,441,3,1,437,157,53,40,23,6,158
Ecole Ely Chendhoura,Teyaret,Nouakchott Nord,524,366,11,0,355,138,81,20,23,14,79
Commune,Sebkha,Nouakchott Ouest,515,369,7,4,358,50,188,7,94,2,17
Centre d'Alphabetisation,Teyaret,Nouakchott Nord,506,367,9,3,355,185,38,13,2,1,116
Paris 2,Europe,Etranger,558,302,2,0,300,73,158,8,49,0,12
Ecole 4,Aleg,Brakna,470,305,29,1,275,130,47,6,1,0,91
Ecole Robinet,R'Kiz,Trarza,326,163,9,0,154,77,13,3,1,0,60
Collège 1,Arafat,Nouakchott Sud,576,470,4,3,463,219,68,14,6,6,150
Ecole 9,El Mina,Nouakchott Sud,411,307,8,11,288,27,132,11,95,1,22
Ecole 5,Zoueratt,Tiris Zemmour,515,362,5,2,355,76,115,12,41,1,110
Ecole Med Ould Med Salem,Riyad,Nouakchott Sud,538,410,16,7,387,66,174,13,63,1,70
Ecole Evelegitt,Mederdra,Trarza,130,96,6,2,88,79,1,1,0,0,7
Ecole Ely Chendhoura,Teyaret,Nouakchott Nord,520,396,40,2,354,84,148,6,73,0,43
Ecole Saad,Riyad,Nouakchott Sud,536,381,6,3,372,69,196,19,63,0,25
Ecole Werken,Néma,Hodh Chargui,402,335,9,0,326,310,2,1,0,7,6
Agweinit ecole,Tamcheket,Hodh El Gharbi,318,271,0,2,269,262,4,0,0,0,3
Djeguy 1,Amourj,Hodh Chargui,411,271,24,1,246,239,2,0,0,0,5
Djeguy 3,Amourj,Hodh Chargui,192,161,3,0,158,102,50,1,0,0,5
Djeguy 1,Amourj,Hodh Chargui,411,255,20,0,235,229,2,0,0,0,4
Ecole Amouratt,Teyaret,Nouakchott Nord,504,328,5,14,309,152,39,22,11,2,83
Hotel de ville,Djiguenni,Hodh Chargui,580,336,3,0,333,281,5,1,0,0,46
N'dreinayeh,Aïoun,Hodh El Gharbi,500,165,6,1,158,108,0,17,0,0,33
Ecole 1 Diade,Néma,Hodh Chargui,336,277,2,0,275,268,0,0,1,0,6
Tweimirit Lekwaze,Koubenni,Hodh El Gharbi,229,161,11,1,149,67,71,0,10,0,1
Collège 1,Arafat,Nouakchott Sud,576,427,4,1,422,194,45,32,0,5,146
Maghama-Womatt,Boghé,Brakna,459,321,8,0,313,77,48,11,0,0,177
El Beledou Tayib,Aleg,Brakna,329,263,4,0,259,240,1,0,1,0,17
Ecole 1 Jib,Barkéol,Assaba,338,229,46,0,183,109,70,3,1,0,0
Ecole 4,Sebkha,Nouakchott Ouest,522,472,48,3,421,24,266,3,120,0,8
Collège 1,Nouadhibou,Dakhlet Nouadhibou,452,345,3,9,333,128,93,7,12,2,91
Ecole Oudey Nes,Barkéol,Assaba,377,235,8,0,227,203,11,1,5,0,7
Magham Ibrahim,Timbedra,Hodh Chargui,567,328,9,1,318,277,5,0,0,7,29
Ecole Mgueirinat,Boghé,Brakna,338,221,1,5,215,126,28,2,1,0,58
Ecole Legleibat,Barkéol,Assaba,376,242,10,2,230,165,42,5,5,1,12
Ecole Legleibat,Barkéol,Assaba,375,200,16,0,184,110,55,0,9,3,7
Brouda,Boumdeid,Assaba,403,372,3,1,368,284,3,2,1,1,77
Hotel de Ville,Barkéol,Assaba,415,288,14,1,273,170,94,1,2,1,5
Hotel de Ville,Kaédi,Gorgol,575,428,11,4,413,82,259,7,56,0,9
Ecole 8,Riyad,Nouakchott Sud,469,335,8,3,324,99,110,9,7,0,99
Ecole 9,El Mina,Nouakchott Sud,409,352,6,7,339,29,167,3,125,0,15
Dispensaire,Néma,Hodh Chargui,400,170,13,0,157,124,17,5,0,2,9
Agweinit ecole,Tamcheket,Hodh El Gharbi,319,266,0,0,266,261,1,0,0,0,4
Gneiba,Bassiknou,Hodh Chargui,575,341,11,0,330,297,6,0,0,2,25
Hassi Barka,Bassiknou,Hodh Chargui,454,307,3,1,303,296,1,0,0,2,4
Legrane,Bassiknou,Hodh Chargui,438,311,2,0,309,280,0,0,0,0,29
Boumediane,Bassiknou,Hodh Chargui,183,87,1,0,86,70,0,0,0,0,16
Ecole Bareina,R'Kiz,Trarza,456,238,0,3,235,163,25,33,2,0,12
Ecole Khattri,Arafat,Nouakchott Sud,507,385,4,3,378,127,52,5,1,8,185
Elmetaaleg,Bassiknou,Hodh Chargui,111,25,1,1,23,21,0,0,0,0,2
Ecole Ain,Atar,Adrar,266,187,3,1,183,119,9,0,0,0,55
Ochkech,M'Bout,Gorgol,332,211,4,1,206,81,113,3,1,0,8
Ecole Lealeibat,Aleg,Brakna,491,290,4,0,286,197,2,1,0,0,86
Ecole Soueil,Néma,Hodh Chargui,294,183,13,2,168,99,0,0,1,0,68
Paris 1,Europe,Etranger,563,349,8,3,338,86,101,17,115,0,19
Ecole Lejouad,Bennechab,Inchiri,338,288,11,0,277,186,2,2,0,0,87
Lycée,Riyad,Nouakchott Sud,525,339,6,8,325,54,119,4,89,1,58
Ecole El Hassen,Arafat,Nouakchott Sud,481,340,21,5,314,169,39,28,1,3,74
Tarhil,Zoueratt,Tiris Zemmour,486,316,25,0,291,158,55,2,12,1,63
El Hella,Timbedra,Hodh Chargui,162,94,1,1,92,88,1,1,0,1,1
Emarzeygue,Djiguenni,Hodh Chargui,298,256,6,0,250,223,0,0,0,0,27
Khweiwira,Aïoun,Hodh El Gharbi,203,158,2,0,156,150,3,0,0,0,3
Ecole Sine Boussobe,Bababé,Brakna,429,297,2,14,281,31,16,0,231,1,2
El Mettawla,M'Bout,Gorgol,435,211,5,1,205,71,124,3,3,1,3
Ecole Azougui,Atar,Adrar,451,240,15,1,224,186,6,2,0,0,30
Ecole 13 Baghdad,Nouadhibou,Dakhlet Nouadhibou,574,422,16,2,404,147,118,17,32,4,86
Oum Lehmam,Koubenni,Hodh El Gharbi,186,143,12,0,131,77,0,0,0,0,54
Collége 1,Sebkha,Nouakchott Ouest,499,290,4,4,282,67,118,5,61,1,30
Lycée,Akjoujt,Inchiri,489,292,5,3,284,149,35,4,17,3,76
Ecole Nessiba,El Mina,Nouakchott Sud,539,453,14,10,429,72,199,2,107,1,48
Ecole Lemtaybla,Tamcheket,Hodh El Gharbi,144,100,2,0,98,80,10,0,0,0,8
Lycée,Teyaret,Nouakchott Nord,482,348,2,1,345,106,71,25,23,4,116
Ecole Iraq,Kiffa,Assaba,564,327,4,0,323,150,71,19,1,1,81
Echbar,Amourj,Hodh Chargui,440,274,6,1,267,231,1,0,1,6,28
Ochkech,M'Bout,Gorgol,333,177,9,0,168,86,74,1,1,0,6
Dispensaire,Atar,Adrar,365,250,5,1,244,184,8,2,1,3,46
Ecole Hassi Ellag,Djiguenni,Hodh Chargui,446,308,5,2,301,288,0,0,0,0,13
Ecole10,Sélibaby,Guidimagha,185,160,21,1,138,118,12,1,0,0,7
Ecole Imam Malick,Riyad,Nouakchott Sud,442,358,14,15,329,86,114,7,76,0,46
Ecole Bareina,R'Kiz,Trarza,456,250,0,1,249,162,34,39,0,0,14
Ecole 1,Sélibaby,Guidimagha,565,380,31,0,349,40,281,0,13,0,15
Bouzelyan,Timbedra,Hodh Chargui,98,76,2,0,74,49,1,0,0,0,24
Ecole Noma,Maghama,Gorgol,329,256,6,15,235,69,8,1,153,0,4
Ecole 1,Sélibaby,Guidimagha,564,398,11,6,381,76,265,2,15,2,21
Ecole 3,Sélibaby,Guidimagha,384,214,11,2,201,27,80,1,87,0,6
Commune,Sélibaby,Guidimagha,565,361,6,2,353,96,155,4,42,0,56
Ecole Agueinitt,Sélibaby,Guidimagha,514,344,13,2,329,219,58,13,8,0,31
Point de Santé d'aguoeinitt,Sélibaby,Guidimagha,484,313,4,4,305,77,115,12,14,2,85
Ecole 4,Sélibaby,Guidimagha,508,320,8,0,312,99,116,12,11,0,74
Dehara,Boumdeid,Assaba,263,253,0,0,253,249,1,0,0,1,2
Ecole Agueinitt,Sélibaby,Guidimagha,514,274,8,3,263,130,72,3,3,1,54
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,547,421,3,1,417,104,242,10,14,0,47
Ecole 6,Sélibaby,Guidimagha,359,258,5,6,247,46,168,0,17,1,15
Paris 2,Europe,Etranger,558,317,2,5,310,62,174,7,51,1,15
Lycée,Sélibaby,Guidimagha,509,358,7,12,339,58,103,5,159,0,14
Kenewal,Atar,Adrar,235,200,6,0,194,155,15,0,0,0,24
Lycée,Sélibaby,Guidimagha,522,362,20,4,338,54,102,2,171,0,9
Lycée,Sélibaby,Guidimagha,524,344,21,6,317,47,103,1,151,0,15
Ecole 5,Aleg,Brakna,440,290,12,0,278,107,43,5,1,2,120
Ecole 1,Ksar,Nouakchott Ouest,600,352,11,6,335,205,40,15,4,1,70
Ecole Ntid,Atar,Adrar,202,32,0,0,32,27,1,0,0,0,4
Collège 2,El Mina,Nouakchott Sud,548,379,10,10,359,56,129,6,150,1,17
Base,Aïoun,Hodh El Gharbi,497,313,11,1,301,152,25,16,0,4,104
Ecole Hamad,Riyad,Nouakchott Sud,379,281,35,1,245,81,117,5,15,1,26
Ecole Saada,Teyaret,Nouakchott Nord,566,345,14,2,329,162,43,16,4,3,101
Ecole 9,Zoueratt,Tiris Zemmour,563,433,7,0,426,195,41,11,34,1,144
Dahara,Timbedra,Hodh Chargui,263,156,2,0,154,135,1,0,0,0,18
Ecole Bir El Veouz,Boghé,Brakna,291,265,9,3,253,223,1,3,0,0,26
Ecole 2,Akjoujt,Inchiri,403,288,7,3,278,112,30,9,51,0,76
Paris 2,Europe,Etranger,556,365,1,1,363,49,124,18,149,0,23
Ecole Saada,Teyaret,Nouakchott Nord,566,402,14,7,381,182,50,16,7,6,120
Ecole 1,Ksar,Nouakchott Ouest,600,453,8,10,435,256,58,16,13,1,91
Ecole Fentili,Kiffa,Assaba,356,123,20,1,102,73,1,0,0,0,28
Lycée,Riyad,Nouakchott Sud,525,428,34,5,389,69,160,5,121,1,33
Moughataa (Douanes),Atar,Adrar,220,147,5,1,141,84,17,1,4,0,35
Paris 2,Europe,Etranger,558,378,12,3,363,53,143,10,142,1,14
Ecole Ngorel Boubou,Boghé,Brakna,427,324,8,11,305,70,12,18,196,1,8
Ecole Bouraga,Moudjeria,Tagant,558,333,3,1,329,213,9,23,0,0,84
N'Djadjbenni,M'Bout,Gorgol,323,172,4,0,168,98,58,0,7,0,5
Agreij,Koubenni,Hodh El Gharbi,325,122,5,0,117,81,7,1,10,0,18
Ecole Ajouer,R'Kiz,Trarza,484,313,12,2,299,196,24,1,2,0,76
Lycée,Teyaret,Nouakchott Nord,482,263,7,5,251,74,38,22,10,0,107
Nouvelle Maison des Jeunes,Nouadhibou,Dakhlet Nouadhibou,589,449,6,7,436,160,94,16,30,4,132
Paris 1,Europe,Etranger,563,248,8,1,239,112,78,6,31,0,12
Teghada Meden,Ould Yengé,Guidimagha,482,210,5,0,205,111,2,1,0,0,91
Hassi Baba,Timbedra,Hodh Chargui,564,361,5,0,356,313,5,0,1,1,36
Ecole Ely Chendhoura,Teyaret,Nouakchott Nord,524,307,7,2,298,94,92,15,51,0,46
Ecole Projet,Moudjeria,Tagant,554,342,4,2,336,219,31,21,2,1,62
Ecole Wali,Maghama,Gorgol,572,410,11,7,392,120,168,4,90,0,10
N'Djadjbenni,M'Bout,Gorgol,321,216,5,1,210,120,71,3,8,0,8
Tendekssemi Mahadra,Ouad Naga,Trarza,105,73,3,3,67,57,2,1,0,0,7
Ecole Varough,Arafat,Nouakchott Sud,550,393,8,3,382,195,26,35,1,6,119
Ecole El Mebrouk,Djiguenni,Hodh Chargui,499,235,2,1,232,203,2,1,2,1,23
Ecole Jreiv,Atar,Adrar,337,215,3,1,211,201,2,0,0,0,8
Ecole Sagatar,Kiffa,Assaba,384,172,13,6,153,100,31,2,5,0,15
Awlig,Ouad Naga,Trarza,93,58,3,2,53,33,1,2,0,1,16
Collège 3 (El marbat),El Mina,Nouakchott Sud,475,311,12,5,294,88,140,10,11,1,44
Ecole Leleib,Djiguenni,Hodh Chargui,128,85,1,0,84,76,1,0,0,0,7
Ecole Toulde,Boghé,Brakna,530,396,26,7,363,44,12,0,305,1,1
Al Aref,Ouad Naga,Trarza,141,53,0,0,53,46,2,0,0,0,5
Ancienne Maison des jeunes,Nouadhibou,Dakhlet Nouadhibou,418,295,14,0,281,86,74,8,40,1,72
Ecole 1,Ksar,Nouakchott Ouest,591,379,38,4,337,188,55,16,5,0,73
Benemane,Aïoun,Hodh El Gharbi,340,118,1,0,117,88,4,0,0,1,24
Ziyara,Atar,Adrar,170,122,1,1,120,113,1,1,0,0,5
Ecole Ely Chendhoura,Teyaret,Nouakchott Nord,524,317,18,0,299,98,78,25,44,1,53
Bejel,Ouad Naga,Trarza,118,88,4,1,83,49,0,0,0,0,34
Ecole Sarandougou Djiberi,Boghé,Brakna,464,329,2,10,317,30,27,5,234,0,21
Collége  Excellence,Arafat,Nouakchott Sud,566,472,14,6,452,241,68,13,8,1,121
Ehely hah,Timbedra,Hodh Chargui,336,182,1,0,181,173,0,0,0,0,8
Ecole Wali,Maghama,Gorgol,572,353,34,0,319,106,140,1,63,2,7
Savandjay,Kiffa,Assaba,363,285,0,0,285,243,0,0,0,0,42
El Kouz,Boumdeid,Assaba,71,68,1,0,67,63,2,0,1,0,1
